code_9d,code_6d,system,subcode,description,source_file
201-001-001,,201,001,Main Pump | 201-006-002 | Hinge - Cabinet,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
201-001-002,,201,001,Impoller - Drime Contrifuced Pump | 201_006_005 | Latch/Lack - Ica Box Door,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
201-001-004,,201,001,Soal Accombly Drime Contrifused Dump | 291-000-000 | Strut Door,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
201-001-005,,201,001,Jean Assembly - Filme Centinugal PumpMotor Hydraulia Drima Dump | 291-000-000 | Conorata Dumping Equipment,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
201-001-006,,201,001,"Motor Hydraulic, Main Dump | 292-000-000",VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
291-001-007,,291,001,"con - Solenolu, Hydraulic Cartildge | 293-001-000 | On Shaker Bux Assembly",VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-001-011,,362,001,Jam Nut - Weigh Bar Assembly,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-001-013,,362,001,Cable Guard,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-001-014,,362,001,Spacer - Scales Carriage,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
262-001-015,,262,001,Cable Assembly ECLI to Cailed Interface,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
002-001-010,,002,001,Cable Assembly - ECO to Colled Interface,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-001-016,,362,001,Cable - Retractable,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-001-017,,362,001,Connector - Retractable Cable,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-001-018,,362,001,Cover - ECU (J-Box),VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-001-019,,362,001,Bolt - Countersink,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-000,,362,002,Indicator,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
262-002-001,,262,002,Indicator Accombly,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
302-002-001,,302,002,October Main Device,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-002,,362,002,Cable - Main Power,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-003,,362,002,Housing - Front,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-004,,362,002,Housing - Rear,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-005,,362,002,"Mounting Bracket - Indicator Assembly, Scales",VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-006,,362,002,Rubber Mount - Indicator to Dash,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-007,,362,002,Bracket - Sealing,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
002-002-007,,002,002,Maurtine Desclot,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-008,,362,002,Mounting Bracket,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-009,,362,002,Gasket - Indicator,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-010,,362,002,Clamp - Power Cable,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-011,,362,002,Keypad - Scale,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-012,,362,002,Connector - Power Cable,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-013,,362,002,Cable - Power Source to Indicator,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
262-002-014,,262,002,Board Dewar Supply,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-014,,362,002,Board - Power Supply,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-015,,362,002,Caple - Weight/Level Sensor,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-016,,362,002,Strain Relief,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-017,,362,002,Board - RS232 Level Sensor,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-018,,362,002,Main Board - Indicator,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
002-002-019,,002,002,"Oakla Assembly, Osvielta ODU Disulay",VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-020,,362,002,Cable Assembly - Serial to CPU Display,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-021,,362,002,Cable Assembly - Level Sensor Bd to Main Bd,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-022,,362,002,Cable Assembly - Power Supply to Main Bd,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-023,,362,002,Plate - Back,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-024,,362,002,FPROM,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-025,,362,002,Board Timo/Dato Stamp,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
002-002-020,,002,002,,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-026,,362,002,Sensor - Level,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-002-027,,362,002,Air Line,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-003-000,,362,003,Printer,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-003-001,,362,003,Printer - Scale,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-003-002,,362,003,Cable - Printer,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-003-003,,362,003,Covor - Printer,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
302-003-003,,302,003,Cover - Filiter,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-003-004,,362,003,Enclosure - Printer,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-003-005,,362,003,Cutter - Printer Paper,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-003-006,,362,003,Holder - Printer Paper,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-003-007,,362,003,Ribbon - Printer,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-003-008,,362,003,Head - Printer,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
302-003-009,,302,003,"Board - Power Supply, Printer",VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-004-000,,362,004,ECU,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-004-001,,362,004,ECU - (J-Box),VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-004-002,,362,004,Cover - ECU (J-Box),VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-004-003,,362,004,Gasket - ECU (J-Box),VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-004-004,,362,004,Housing - ECU (J-Box),VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
262-004-005,,262,004,Main Board Assembly,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
002-004-000,,002,004,Main Duald Assembly,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
302-004-006,,302,004,Standott - Main Board,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-004-007,,362,004,Connector - ECU (J-Box),VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-004-008,,362,004,"Switch - On/Off, ECU",VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-005-000,,362,005,"Scale - Cargo, Suspension Mounted",VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
362-005-001,,362,005,"Scale Assembly - Cargo, Suspension Mounted",VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-000-000,,363,000,Deicing,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-001-000,,363,001,Deicing Assembly,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-001-001,,363,001,Deicing Assembly - Complete,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-001-002,,363,001,"Pump - Deicing Fluid, Deicer",VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-001-003,,363,001,"Pump - Anti-Icing, Deicer",VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-001-004,,363,001,Ground Real,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
000-001-004,,000,001,,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
303-001-005,,303,001,Nozzie - Grouna Réel,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-002-000,,363,002,Wearable Items - Deicing Unit,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-003-000,,363,003,Hydraulic System - Deicing,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-004-000,,363,004,Support - Deicer,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-005-000,,363,005,Control - Deicing,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-005-001,,363,005,Control Assombly Dojoing,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
000-000-001,,000,000,,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
303-005-002,,303,005,Control Panel - Complete,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
363-005-003,,363,005,PC Board - Control Panel,VMRS_HB_COMPLETE_v20 page 10_pages_13-18.md
